time_s,q_ref_rad,q_rad,dq_rad_s,q_measured_rad,dq_est_rad_s,state_error_q_rad,state_error_dq_rad_s,torque_unsat_nm,torque_applied_nm,saturated,requested_pole_1_real,requested_pole_1_imag,requested_pole_2_real,requested_pole_2_imag,computed_pole_1_real,computed_pole_1_imag,computed_pole_2_real,computed_pole_2_imag
4.100000000000000311e-01,5.235987755982988157e-01,2.466762644364365042e-01,7.222673316092904638e-01,2.473176483049907559e-01,7.231859987568997061e-01,-2.762811272933080597e-01,7.231859987568997061e-01,4.179277620117316516e-02,4.179277620117316516e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
4.199999999999999845e-01,5.235987755982988157e-01,2.538170926304172959e-01,7.140828193980802707e-01,2.539915722187058855e-01,7.176066380183609983e-01,-2.696072033795929301e-01,7.176066380183609983e-01,4.047929764660348345e-02,4.047929764660348345e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
4.299999999999999933e-01,5.235987755982988157e-01,2.608727530924386251e-01,7.055660462021343671e-01,2.600020491183494542e-01,7.059507432129605853e-01,-2.635967264799493615e-01,7.059507432129605853e-01,3.946588828957513923e-02,3.946588828957513923e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
4.400000000000000022e-01,5.235987755982988157e-01,2.678415765648816116e-01,6.968823472443014255e-01,2.687065688975979194e-01,7.224008666841491566e-01,-2.548922067007008962e-01,7.224008666841491566e-01,3.714629160894975662e-02,3.714629160894975662e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
4.500000000000000111e-01,5.235987755982988157e-01,2.747153519909030228e-01,6.873775426021416779e-01,2.743605017928011924e-01,7.067001089677670267e-01,-2.492382738054976232e-01,7.067001089677670267e-01,3.631406145247555867e-02,3.631406145247555867e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
4.600000000000000200e-01,5.235987755982988157e-01,2.814937281760371834e-01,6.778376185134135090e-01,2.809235301580226829e-01,7.016603817232052176e-01,-2.426752454402761328e-01,7.016603817232052176e-01,3.501098422127778970e-02,3.501098422127778970e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
4.700000000000000289e-01,5.235987755982988157e-01,2.881739856002779043e-01,6.680257424240737540e-01,2.874571555433768633e-01,6.968305974044265438e-01,-2.361416200549219524e-01,6.968305974044265438e-01,3.370895571845038824e-02,3.370895571845038824e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
4.799999999999999822e-01,5.235987755982988157e-01,2.947535204949605081e-01,6.579534894682603774e-01,2.940169932107579709e-01,6.927459143377949768e-01,-2.295817823875408448e-01,6.927459143377949768e-01,3.238216296213780598e-02,3.238216296213780598e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
4.899999999999999911e-01,5.235987755982988157e-01,3.012297095226149080e-01,6.476189027654386532e-01,3.010823177201576439e-01,6.941245679980122540e-01,-2.225164578781411717e-01,6.941245679980122540e-01,3.080543794939421404e-02,3.080543794939421404e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
5.000000000000000000e-01,5.235987755982988157e-01,3.075987711728284668e-01,6.369061650213583281e-01,3.076627474904045645e-01,6.905164089006802230e-01,-2.159360281078942512e-01,6.905164089006802230e-01,2.946197216956563877e-02,2.946197216956563877e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
